date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_mlp_30,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1947-11-01,1761.9228070175436,1926.9331259379655,1892.2494646063992,2033,1919.9896794612732,1741.7666614193508,1753.926223334782,1644.5161614437145,,
1947-12-01,1523.39649122807,1680.5491727802978,1651.1630316531534,1937,1678.9805585546244,1677.8859347553464,1738.414571287196,1292.796390234823,,
1948-01-01,1346.6100877192978,1496.3962330191223,1500.1185014670027,1711,1439.3447146133492,1753.5357886832237,1654.5969122026756,1435.934752864055,,
1948-02-01,1328.9785087719297,1471.889230006448,1480.4244806376869,1775,1547.25174983672,1739.437567935572,1624.8238518000755,1697.15901339811,,
1948-03-01,1465.662719298245,1601.698014332579,1614.82013574488,1902,1574.1293976732086,1888.1827194795085,1773.3071556047248,1776.291117861409,1972.255844928933,1926.0496447515152
1948-04-01,1573.7153508771926,1702.875218855807,1720.358098367528,1846,1712.9462561320593,1983.316236258442,1700.5517939787717,1693.1649894795614,1965.2077776186552,1887.2497140495143
1948-05-01,1636.6100877192978,1758.8945279022255,1780.512052716161,2083,1848.1260182695264,1983.9057651298165,1967.3471905290137,1695.7562588303635,2015.5355067383653,1863.4183278324908
1948-06-01,1791.0837719298245,1906.4927826209027,1932.0188408960385,2262,1811.0686768895364,2158.206630463098,2256.9892235768857,2132.6220248107315,2424.4744858631075,2265.472730974139
1948-07-01,2181.2942982456134,2289.82787674059,2319.036357644005,2193,2474.8215543355923,2554.716004430552,2615.4046910864454,2422.158540512992,2359.0735418264676,2415.9099108447663
1948-08-01,3286.0837719298243,3387.741912175921,3420.4067082232177,3792,3260.1095834181797,3127.6382010032016,2906.239716388649,3058.8298372725308,3968.0454167379567,3664.9418672998054
1948-09-01,2536.2942982456134,2631.0770121560754,2666.971997896835,2343,2802.5786448824274,3252.5870748991897,3081.437455423415,3108.461384664622,2808.073884261493,2984.137382679619
1948-10-01,2067.2416666666663,2155.1489512225576,2194.0480161385403,2313,2107.8998483296286,2329.5981921141965,2196.9379914885335,2324.3402332748074,1778.067283847936,1437.8881294894463
1948-11-01,1887.7153508771928,1968.747202998112,2010.4242366325448,2179,2037.6413720403625,2212.224623916176,2242.143432982672,2105.2168507115884,2014.340903926257,2225.0459394036106
1948-12-01,1649.1890350877188,1723.3454541304968,1767.5743435893742,1975,1794.885036084392,2040.1687921261073,2037.8581097534277,1748.5394227288243,2064.639740338306,2045.7245091726477
1949-01-01,1472.402631578947,1540.174718659374,1614.7986552471807,1880,1553.5340880817614,1933.9856433428845,1805.5038211538829,1700.1070700894188,1946.737616686485,1704.6241813906167
1949-02-01,1454.7710526315786,1516.6499199367522,1593.405778195705,1930,1659.758130231744,1924.1423549711633,1861.8689784844569,1891.9167268764036,1920.0382763384189,1902.8991330630233
1949-03-01,1591.4552631578945,1647.4409085529358,1726.1348790146194,2060,1684.9848959828105,2053.1856895118212,1957.53714997159,1877.9953113659617,1982.7815379669228,2018.8474781187151
1949-04-01,1699.5078947368415,1749.600317366216,1830.0385892828713,1843,1822.1829833442057,2121.5484272168123,1863.2850673893545,1875.2715768436888,2044.2205330800784,1966.902507671798
1949-05-01,1762.402631578947,1806.6018307026875,1888.59059321099,2052,1955.7760853721843,2138.687668806007,2200.9927885230695,1905.3421802619364,2085.381469378394,2040.8154228500407
1949-06-01,1916.8763157894732,1955.1822897114173,2038.5277329042356,2039,1917.1641948706724,2266.962148436801,2260.1202546806853,2270.9909097856053,2220.6510949977437,2189.644815341352
1949-07-01,2307.086842105263,2339.499588121157,2424.0079030994525,2351,2579.394634183174,2466.5137574813493,2526.8406847788806,2250.106400967279,2249.044692701502,1931.9628214173354
1949-08-01,3411.876315789473,3438.3958278465407,3523.8732090597973,3394,3363.1923361201716,3112.618594561917,2868.9996842780884,3086.4756997912114,3762.607581117476,3909.9215692619655
1949-09-01,2662.086842105263,2682.713132116748,2768.9657560484284,3581,2904.2031814267975,2846.6459543004894,2759.787611963145,2729.1471081932914,2548.4353384914266,1907.1780330123229
1949-10-01,2193.0342105263153,2207.767275473282,2294.6013335390303,2489,2208.098279704344,2984.594223440351,2786.572610258561,2855.2703632290395,2640.605934145344,3519.3448277620655
1949-11-01,2013.5078947368415,2022.3477315388895,2109.5694152158135,2468,2136.445809233389,2447.2105980837373,2352.3417318852685,2375.26492828082,2469.6987478975752,2323.4895344115284
1949-12-01,1774.981578947368,1777.928186961327,1865.3436852893035,2134,1892.3275900836964,2239.3206142584313,2301.17843143007,1949.118997365524,2226.1934964846605,2219.0705779775253
1950-01-01,1598.195175438596,1595.7396557802567,1711.2244619976532,1903,1649.6468698753108,2070.482450931117,1998.1270507775575,1749.1573371092866,2046.4588016074367,2002.4748894882377
1950-02-01,1580.5635964912276,1573.1970613476874,1688.520351930602,1719,1754.5732508075043,2033.9567299616112,1954.8161363443096,1904.5861866996213,1992.4703447260515,1915.0539780956979
1950-03-01,1717.2478070175434,1704.9702542539237,1819.9705216678235,1617,1778.534466328749,2029.406107196107,1889.7164949451455,1961.463906145873,2074.5844593709203,1810.0252129783794
1950-04-01,1825.3004385964907,1808.1118673572569,1922.6276027882643,1818,1914.499114448289,1992.4547221399064,1743.5577115070212,1684.6885406774438,1683.141804259446,1357.5093796269616
1950-05-01,1888.195175438596,1866.0955849837808,1979.9652795024545,2067,2046.890888222379,2110.0116713746493,1960.6364104612348,1812.65659019728,1980.5450024229008,1986.5326322385731
1950-06-01,2042.6688596491224,2015.658248282563,2128.7203939156534,2457,2007.1097804549452,2224.1421048950897,2281.1050623001943,2083.9487859631568,2195.6997235199233,2023.2119432086447
1950-07-01,2432.879385964912,2400.9577509823557,2513.0508407647058,2600,2668.2031134894905,2698.725168540335,2687.6390922487235,2610.480837163799,2317.670010183855,2729.258623732332
1950-08-01,3537.668859649122,3500.8361949977916,3611.798725312769,3530,3450.8958201365003,3306.4569679950814,3144.0762964072896,3132.564893829058,3950.1145212137862,3612.1437164702247
1950-09-01,2787.879385964912,2746.1357035580513,2855.806152822999,2693,2990.8337811411047,3577.9127824475627,3320.2813015851143,3430.4345359729227,2955.789534250798,3674.0454345615435
1950-10-01,2318.8267543859647,2272.1720512046386,2380.3889127690827,2448,2293.688106104595,2725.543317076077,2620.7852700485737,2635.512150166265,2185.362043995555,1562.8286294956042
1950-11-01,2139.300438596491,2087.7347115602984,2194.3364788352296,2250,2221.026973307552,2495.2768998701727,2487.4152192108113,2396.8969722208867,2356.6332822085797,2380.871070154204
1950-12-01,1900.7741228070172,1844.2973712727885,1949.1225352319657,1972,1975.9322028197375,2192.076661085717,2154.494742512468,1971.2063849543356,2083.9272758649695,1880.7820386518151
1951-01-01,1723.987719298245,1663.0910443817706,1794.0474001974435,1682,1732.3070422611963,2002.6536193907416,1868.5228541074648,1783.0878440838892,1834.4339849892572,1698.8347702868941
1951-02-01,1706.3561403508768,1641.530654239254,1770.4196803214024,1730,1836.3210938312016,1840.2046706665633,1683.700693133692,1701.3975764717586,1632.151266373402,1456.1350227669136
1951-03-01,1843.0403508771924,1774.286051435543,1900.9785421835163,1814,1859.4020909782244,1878.897587188282,1749.5618188957487,1612.1059380812983,1650.0431531642243,1591.0827566140783
1951-04-01,1951.09298245614,1878.4098688289284,2002.776617362732,1900,1994.5186317115092,2021.392437881441,1816.3568380364904,1765.9025709790635,1735.5211881898458,1981.6270840454417
1951-05-01,2013.987719298245,1937.375790745505,2059.2875900695785,2051,2126.0944090873104,2188.512920383572,2202.7998090252113,1986.758955106384,2059.432309280204,2114.6994818696935
1951-06-01,2168.4614035087716,2087.92065833434,2207.248302409316,2290,2085.5294159095542,2435.1810102057907,2416.2864327225125,2401.6011572792163,2243.0639720915115,2399.3102258622657
1951-07-01,2558.6719298245607,2474.202365324185,2590.816649118789,2599,2745.8709745217448,2744.434115647027,2728.788079866471,2567.5531101756087,2505.6904044795237,2396.5596318112184
1951-08-01,3663.461403508771,3575.0630136296736,3688.834735461154,3428,3527.8440177343655,3174.05274303599,2972.0339559666363,3087.5658758906993,3447.2218188010147,3485.8732154984755
1951-09-01,2913.671929824561,2821.344726479986,2932.1446666995707,2262,3067.0944262925486,3072.884291689687,2956.0524646653553,2951.827483933006,3216.806776688809,2553.471171557675
1951-10-01,2444.6192982456137,2348.3632784166257,2456.0622323077214,2242,2369.2933097975833,2483.5509210914006,2370.823476343491,2473.7142137681376,2018.5965940809672,1971.8327903441332
1951-11-01,2265.09298245614,2164.9081430623382,2269.3769059698175,2103,2296.0088465300514,2264.6624653623826,2274.899342884905,2121.6476430953153,1945.350122515054,2011.906079328326
1951-12-01,2026.5666666666664,1922.453007064881,2023.562371896385,1825,2050.322856559714,2022.963487717205,1974.6378102946155,1767.0494582589135,1810.473888536565,1788.626986521689
1952-01-01,1849.7802631578943,1742.2288844639158,1867.9189483255757,1670,1806.1385875066185,1861.170430536143,1741.5741710635175,1680.8246884605758,1564.4544369281916,1498.623323019754
1952-02-01,1832.148684210526,1721.6506986114518,1843.7552418471305,1681,1909.6256415700352,1841.2098938175805,1749.1544092206773,1762.3701941924594,1574.520393196577,1681.46926318212
1952-03-01,1968.8328947368416,1855.3883000977933,1973.810419040722,1713,1932.211752198436,1931.991998367332,1795.5877558568957,1701.118035804006,1586.8698042319584,1728.1090612599673
1952-04-01,2076.885526315789,1960.4943217812315,2075.1371114852973,1954,2066.865517401065,1986.95592812284,1804.1954703380457,1754.9390850293823,1792.493480824574,1761.3966541436248
1952-05-01,2139.7802631578943,2020.4424479878603,2131.209003391386,1876,2198.010630234178,2135.9430138505127,2211.0624336461915,1984.3090545228729,2064.075781088534,2066.1017664945207
1952-06-01,2294.2539473684205,2171.969519866748,2278.7629368642474,2272,2157.0470835017,2269.715557738094,2260.4087148629405,2284.2902773060905,2292.972049805392,2075.1671450320837
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407264,2612,2817.0221995471347,2684.394358505219,2680.3437524856395,2525.402249487898,2496.1662001117747,2542.912595390935
1952-08-01,3789.253947368421,3661.076283742187,3759.632717983981,3590,3598.660911180967,3034.7348630131005,2829.8383556024023,2982.973306294836,3402.3170645587597,3404.2509184408864
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,3137.6090991483275,2886.170529707978,2802.547088833825,2776.7532383512976,2527.949162726716,2386.925616540565
1952-10-01,2570.4118421052626,2436.3409571092443,2526.2727706339697,2441,2439.5378730505076,2457.412065039796,2360.3539011837356,2456.927438195498,2391.2745564996276,2439.75006286389
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986004,2340,2366.0154111680868,2268.818424125736,2286.0015853339805,2119.060546452782,2195.558485689039,2266.447247696229
1952-12-01,2152.359210526315,2012.3950943376049,2093.3146737615843,2090,2120.123533570828,2050.985174066736,2010.2038095966907,1766.7106905354865,2020.759905111632,2026.2695548128067
1953-01-01,1975.5728070175433,1833.153176026692,1937.4905848610745,1812,1875.7654878787769,1941.2403823671848,1853.712881949536,1742.2639991700607,1841.8684165104205,1899.491226659642
1953-02-01,1957.941228070175,1813.5571944642809,1913.17851498681,1788,1979.1108762912045,1874.60763595522,1759.8157178497077,1803.8954763219028,1852.2640728521565,1785.6803397913386
1953-03-01,2094.6254385964908,1948.2770002406749,2043.1176307184649,1837,2001.5874322565833,1953.9523878268485,1819.494441363463,1675.7432857507474,1915.464999225719,1782.7760162474615
1953-04-01,2202.6780701754383,2054.3652262141654,2144.360563634985,1993,2136.1637537841575,2052.1593362767467,1820.544967348651,1784.7165057326556,2021.0194374229975,2040.4598131588214
1953-05-01,2265.5728070175433,2115.295556710847,2200.3809979469006,2021,2267.263533930181,2106.013694969407,2157.16037330437,1893.1421971793775,2065.683179986679,1878.882379005739
1953-06-01,2420.0464912280695,2267.8048328797877,2347.915775759471,2199,2226.286765498581,2347.070659818835,2327.7264399788237,2328.1943535802325,2381.239722657475,2379.6677918888245
1953-07-01,2810.2570175438595,2656.050948449738,2731.122791809542,2622,2886.2807708328605,2725.7064562485552,2701.7071255798683,2533.1301527249852,2609.9441725559755,2502.3814918682037
1953-08-01,3915.04649122807,3758.876005335332,3828.8441513602697,3787,3667.970482743504,3177.812773310017,2952.894970067872,3075.581819892976,3529.7495547515437,3562.8670645633956
1953-09-01,3165.2570175438595,3007.1221267657493,3071.9219596748117,2914,3207.001781975643,3138.628777513312,3015.004923588928,2971.032909062935,2554.2235968120904,2658.2049218104366
1953-10-01,2696.204385964912,2536.105087282494,2595.6720062268523,2487,2509.045778130567,2807.7356996866615,2646.1381729450095,2770.294400808906,2726.6867451614517,2823.4722302575283
1953-11-01,2516.6780701754383,2354.6143605083116,2408.883764700603,2314,2435.670649488858,2485.0704908958696,2463.4809221823734,2354.20060600634,2482.9406570020956,2346.306580140659
1953-12-01,2278.1517543859645,2114.1236330909596,2163.030919306589,2139,2189.9582161202775,2199.9500823455037,2167.7535027976814,1881.5053701419067,2056.6408165307257,2022.9697407527556
1954-01-01,2101.3653508771927,1935.8639190700997,2007.4137882829632,2124,1945.8117256448704,2028.9013016174065,1935.6593705586183,1766.8057646248606,1891.643382800355,1823.479756788492
1954-02-01,2083.7337719298243,1917.250141797741,1983.340978219465,2214,2049.400780261909,2033.0370799700192,1944.0433062593809,1971.9656573450216,2047.092538308435,2064.485182565391
1954-03-01,2220.4179824561397,2052.9521518641877,2113.551655695768,2234,2072.153113419866,2174.3806753770696,2029.779366072887,1995.332230577176,2188.910692110557,2226.400677997017
1954-04-01,2328.4706140350872,2160.022582127731,2215.098452290819,2279,2207.037323127985,2286.803059071249,2024.7942755272488,2001.410189007153,2397.5923975792393,2352.12244947659
1954-05-01,2391.365350877192,2221.935116914465,2271.455052215147,2423,2338.477102442519,2315.142286720398,2308.5707411461876,2025.829559382564,2251.754149424397,2268.2185590246154
1954-06-01,2545.839035087719,2375.426597373458,2419.358297574013,2290,2297.8724441673976,2499.836850700852,2518.4072122882408,2374.5424221544367,2605.205970226212,2565.8619716450103
1954-07-01,2936.049561403508,2764.6549172334608,2802.96608310426,2903,2958.2706706461217,2829.595004982435,2812.6780251246005,2627.779619743739,2862.1593079036884,2674.277827797876
1954-08-01,4040.839035087719,3868.462178409107,3901.1205140690463,4485,3740.396714689176,3470.1528452077036,3231.7182682843563,3319.3369370155874,3981.396229431487,4032.4244751788383
1954-09-01,3291.0495614035085,3117.6905041295777,3144.6636957315295,3085,3279.896457041693,3673.9962981629224,3404.022861758712,3418.143785616431,3287.061570222675,3578.824075375662
1954-10-01,2821.996929824561,2647.655668936375,2668.911417565393,2852,2582.4410073049626,2987.9649928185554,2721.621526838077,2904.1767979361457,2942.9117598776284,2619.307587847654
1954-11-01,2642.4706140350872,2467.147146452245,2482.653153254849,2629,2509.598543759564,2676.0994941071294,2669.4257876426914,2474.577667314756,2725.3903657133005,2638.24797598254
1954-12-01,2403.944298245614,2227.638623324946,2237.3625870104224,2435,2264.450886475262,2443.8852404484255,2410.550259902487,1984.1048156271584,2468.0376094190797,2419.0397735099405
1955-01-01,2227.1578947368416,2050.3611135941383,2082.3400370702657,2227,2020.901283072099,2363.956025364919,2251.7332497378843,2079.7625409426496,2317.528387179341,2384.7066654321407
1955-02-01,2209.5263157894733,2032.7295406118324,2058.894110024119,1944,2125.1193357493494,2325.6775048387112,2275.5313007974464,2309.4593554347994,2340.9693424101124,2280.7609346313748
1955-03-01,2346.210526315789,2169.413754968331,2189.7639724516566,2125,2148.532777955485,2325.776825126617,2142.554133501158,2135.4948329210665,2142.592934682514,1920.7045226493192
1955-04-01,2454.263157894736,2277.4663895219273,2292.0022559318227,2260,2284.110207699747,2439.7609236623794,2132.0278234124225,2053.602139800337,2276.4975961192904,2131.3817480372963
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675149,2299,2416.2753180383934,2506.5639892681565,2490.7212029936154,2194.5335416473004,2357.0249417504992,2367.07236626786
1955-06-01,2671.6315789473683,2494.83481334776,2497.7419807868946,2323,2376.428101775349,2571.7945348256553,2562.3265441951057,2513.0078653093133,2347.4866481199406,2126.1053455940746
1955-07-01,3061.8421052631575,2885.045337497815,2882.138159003904,2659,3037.615881254118,3131.2177311423534,3098.943063622497,2858.7775320262717,2907.7742384582943,2897.8383659660703
1955-08-01,4166.631578947368,3989.8348029635144,3981.113284589335,3761,3820.5635892851847,3754.4219752149434,3425.8820832364268,3596.61426369851,4038.965598575899,4201.126857440493
1955-09-01,3416.8421052631575,3240.0453329740376,3225.509462806344,2779,3360.9171066136787,3511.0659716520327,3301.0110780841965,3270.8179408961037,2743.660015664742,2319.006149540981
1955-10-01,2947.78947368421,2770.9927020708874,2750.6424831286167,2761,2664.3475428408924,3020.8995821312537,2831.805084679833,2955.9922630634123,2463.58547505373,2504.066223863534
1955-11-01,2768.2631578947367,2591.46638387681,2565.3018192403624,2446,2592.423076247406,2805.4576845698434,2739.3121166325905,2649.999141563659,2441.98325304631,2502.5168669468385
1955-12-01,2529.736842105263,2352.9400650395633,2320.961155352109,2278,2348.225526902981,2515.250351415169,2425.781412787385,2180.2179703221277,2272.578167906351,2211.4674019857957
1956-01-01,2352.9504385964906,2176.6447595988084,2166.9208097020073,1879,2105.658142427663,2304.385953692786,2193.6768020855093,2085.4461807180473,2063.447005838523,2027.2643983615953
1956-02-01,2335.3188596491223,2159.995390906555,2144.489388879798,1881,2210.8905250207245,2077.89622216376,2011.4177912040616,1976.1891817682065,1821.3105596980467,1553.7857770684868
1956-03-01,2472.003070175438,2297.6618095531067,2276.4060594651532,2165,2235.3504081306373,2206.7536437518315,2080.9048836923566,1994.1080422586697,1944.7964647125273,2025.1462323944606
1956-04-01,2580.0557017543856,2406.6966483967553,2379.7234530370215,2199,2372.0063897666446,2380.812380307343,2135.897980127325,2106.377869228993,2142.3483179261357,2265.165504155203
1956-05-01,2642.950438596491,2470.573591763595,2437.9152538059307,2308,2505.2821629850023,2421.243424734733,2383.2744076837853,2205.2601752994287,2292.6481602948625,2198.643085226663
1956-06-01,2797.4241228070173,2626.029480802693,2587.718303877142,2529,2466.577720589636,2532.013347209394,2488.795603549765,2468.8947635057025,2228.112918046336,2293.3254092735024
1956-07-01,3187.634649122807,3017.222209242801,2973.290497987499,2573,3128.94038492405,2957.7023409824965,2926.6574010999866,2676.8065796388737,2774.352124124238,2828.197313496232
1956-08-01,4292.424122807017,4122.993878998553,4073.4739414001583,3946,3913.095088798727,3325.365659051211,3070.1446169416827,3194.611334849896,4060.843442770123,3635.9859821580903
1956-09-01,3542.6346491228064,3374.186613299128,3319.1107393782795,3200,3454.687712958799,3400.2590234414597,3275.1472475229507,3172.790698143994,2806.723760822857,2927.25330353965
1956-10-01,3073.5820175438594,2906.1161866860307,2845.516681395546,2574,2759.389367005557,3125.9280195888737,2880.4102181553208,3033.8950132553905,2876.90077444511,3150.773692761102
1956-11-01,2894.0557017543856,2727.572072782006,2661.481241136168,2422,2688.768229219581,2644.655755118025,2554.500739073401,2503.401283348573,2486.648537249114,2220.9850902811995
1956-12-01,2655.529385964912,2490.0279582348116,2418.4781028106727,2446,2445.9061196706343,2365.256304560589,2328.521804341972,2027.033391591216,2227.8933668734135,2214.1951078477796
1957-01-01,2478.74298245614,2314.7148570841096,2265.807584657211,2828,2204.7062859787616,2209.9319194209165,2105.57652762328,1881.354759626648,2091.8702211722702,2013.1088430786695
1957-02-01,2461.111403508771,2299.0476926819083,2244.7782932655236,2879,2311.3383303432342,2396.6857138532428,2311.8725409828994,2301.4501099156378,2407.0695358481316,2799.793246121805
1957-03-01,2597.795614035087,2437.696315618513,2378.1293952152832,2800,2337.2299862125237,2644.43816991807,2503.27970195062,2517.3867007790623,2905.136984827648,3132.1258777540716
1957-04-01,2705.8482456140346,2547.713358752214,2482.9135220854378,2835,2475.3498515958763,2707.216070106064,2416.7135289956136,2407.4677118698464,2853.957148452495,2792.8030470769936
1957-05-01,2768.74298245614,2612.572506409106,2542.6043580865157,2585,2610.1216195495463,2760.9019718165614,2716.3012399641207,2331.148840871757,2897.5513764678635,2907.7133962417593
1957-06-01,2923.2166666666662,2769.010599738257,2693.9387453237773,2787,2572.9452828774565,2735.434636675598,2723.633469903258,2553.726293306003,2817.8779052974987,2770.0395253719716
1957-07-01,3313.4271929824554,3161.1855324684175,3081.074578534067,3334,3236.8681639231154,3037.611242141992,3047.5299352376696,2784.83823050782,3066.490056054574,2794.2682633492986
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980542,4746,4022.615195497004,3794.0982032681222,3496.5530163391445,3594.474341455457,4598.273226424709,4673.783806836753
1957-09-01,3668.427192982456,3520.11434510485,3430.11900392636,3613,3565.832258344253,3972.8131471763586,3607.524478080215,3695.425000362427,3770.81687168409,3965.558286897667
1957-10-01,3199.3745614035083,3053.026122781805,2958.1854908452055,3463,2872.190462066156,3317.4388922459357,3022.923773784382,3104.15944280205,3358.173752999255,2949.400064929272
1957-11-01,3019.8482456140346,2875.464213167833,2775.8428974212898,3274,2803.2579849432923,3089.131054134893,3049.2973528708003,2763.316497434416,3140.2279558658556,3273.7428461289637
1957-12-01,2781.321929824561,2638.902302910691,2534.564907865137,2801,2562.1166470454223,3011.887588220732,2963.041508053015,2498.4881218043092,3198.6634411760806,3268.577951805244
1958-01-01,2604.535526315789,2464.571406050042,2383.6518404149,2488,2322.6696959925944,2950.3760707935107,2877.244324340441,2682.1846651450414,3015.647233898225,3147.1023577548995
1958-02-01,2586.9039473684206,2449.8864459378938,2364.4123016603207,2386,2431.086733984078,2812.294607818969,2748.9158071677516,2780.97886498719,2715.9089328706305,2495.96544383154
1958-03-01,2723.5881578947365,2589.5172731645507,2499.585458181071,2428,2458.7954944683465,2806.0963291527178,2644.5052590086143,2555.6916574989955,2707.301458926191,2261.7675731257714
1958-04-01,2831.6407894736835,2700.516520588304,2606.223941556096,2678,2598.764575454643,2840.7696325252227,2505.414269843787,2503.7569628735696,2657.630920441685,2422.052267139612
1958-05-01,2894.535526315789,2766.357872535249,2667.801435995928,2744,2735.417669999223,2854.96546394912,2830.2599561293264,2527.8832693424533,2613.6900481751854,2389.614996762837
1958-06-01,3049.0092105263157,2923.7781701544523,2821.0547836058263,2772,2700.154770906012,3102.7329683230732,3017.5678311391475,2944.8505865977154,2952.8271286167073,2906.780124947313
1958-07-01,3439.219736842105,3316.9353071746655,3210.1418791226333,3520,3366.0232005185144,3622.677665454787,3506.8473350608124,3258.216596038328,3085.3079625306946,3281.226799959013
1958-08-01,4544.009210526316,4424.671385510523,4313.904827809509,3833,4153.747891647214,4291.748214663574,4029.4528315494986,4098.664710184714,4557.493740505441,4894.646201631156
1958-09-01,3794.219736842105,3677.828528391203,3563.1857349296097,3377,3698.974725037242,3953.5217687580607,3701.845591374875,3710.5755571031095,3274.4537088830193,2653.614921859158
1958-10-01,3325.1671052631573,3211.722510358211,3093.3003899566193,3013,3007.374810289889,3688.9487441421434,3453.940285190892,3507.1618879208763,2906.6835564745124,3183.2101462888986
1958-11-01,3145.640789473684,3035.1428050342915,2913.0382665747497,2871,2940.516325685737,3315.070435048789,3153.564830863679,3055.593679551275,2852.617668510902,2786.8259848868483
1958-12-01,2907.11447368421,2799.5630990672025,2673.873048994526,2592,2701.4810912945445,2929.474858766748,2787.900612208998,2577.164111248733,2579.71740776787,2350.033588754788
1959-01-01,2730.328070175438,2626.214406496605,2525.1050554541007,2375,2464.1723547363613,2639.921975039719,2529.794221580535,2402.859972667651,2609.4389480750306,2234.4089888668877
1959-02-01,2712.6964912280696,2612.51165067451,2508.0428925432134,2304,2574.7597182104555,2533.8365956968164,2450.9669552083287,2388.6049103366904,2358.9496750089156,2231.428895589892
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415386,2464,2604.670915165302,2602.3616225095884,2426.9571503109355,2352.4996495031796,2262.9825896095645,2310.4518836565258
1959-04-01,2957.433333333333,2865.1061339050257,2754.3061899280215,2557,2746.874543610143,2799.8259956982633,2610.102027122277,2466.8206899679453,2511.748669102959,2680.2500297711467
1959-05-01,3020.3280701754384,2931.929690142023,2818.157966013192,2739,2885.7942966012342,2877.645528288407,2773.619362301598,2646.206555308732,2421.8264626730206,2583.8061864724987
1959-06-01,3174.8017543859646,3090.332192051279,2973.717897202311,2714,2852.8301669425005,3102.640008328244,3040.30862847646,2880.7421907619096,2771.0584830533007,2732.6587222234575
1959-07-01,3565.012280701754,3484.471533361545,3365.143878232223,3102,3521.029476977449,3506.67641622885,3321.8121376543736,3255.5942492085414,3294.38921096169,3419.1960176756947
1959-08-01,4669.801754385964,4593.1898159874545,4471.278014366084,3961,4311.11715951656,3706.876170473379,3474.5892624335825,3458.2189078643114,4096.696249395777,3375.088129073898
1959-09-01,3920.012280701754,3847.3291631581874,3722.9624108670514,3772,3858.7390953049658,3787.6289888351057,3544.4596772199584,3527.3362386376034,3243.8098446354616,3465.0494345116595
